id,dataset_id,name,description,url,teaser,author,year
464,2,Visualizing Dynamic Call Graphs,"Visualizing time-varying call graphs is challenging due to vast amounts of data at many dimensions to be displayed: Hierarchically organized vertices with attributes, directed or undirected edges with weights, and time. In this paper, we introduce a novel overview representation that shows dynamic graphs as a timeline- and pixel-based aggregated view targeting the preservation of a viewer's mental map by encoding the time-varying data into a static diagram. This view allows comparisons of dynamic call graphs on different levels of hierarchical granularity. Our data extraction and visualization system uses this overview as a starting point for further investigations by applying existing dynamic graph visualization techniques that show the graph structures and properties more clearly. These more task-specific visualizations show the dynamic graph data from different perspectives such as curved node-link diagrams or glyph-based representations combined by linking and brushing. Intermediate analysis steps can be stored and rebuilt at any time by using corresponding thumbnail representations.",https://doi.org/10.2312/PE/VMV/VMV12/207-214,91d5124d-0bcb-412a-abac-175456aa38b8.png,"Burch, Michael and Müller, Christoph and Reina, Guido and Schmauder, Hansjörg and Greis, Miriam and Weiskopf, Daniel",2012
465,2,A Matrix-Based Visualization for Exploring Dynamic Compound Digraphs,"We introduce a matrix-based visualization technique for exploring time-varying directed and weighted graphs. Two overview representations are shown: one for the time-aggregated relations with attached quantitative weighted attributes and one for the results of an automatic dynamic pattern identification algorithm, i.e., relations accompanied by categorical attributes. Apart from a dynamic edge pattern categorization, our tool can also compute graph-specific properties—such as shortest paths or the existence of cliques—and highlight their evolution over time. The visualization method is complemented by interaction techniques that allow the user to navigate, explore, and browse the data, based on the Visual Information Seeking Mantra—overview first, zoom and filter, then details-on-demand. If an additional hierarchical organization of the vertices is available, this is attached to the matrix by vertical and horizontal layered icicle plots allowing one to explore the data on different levels of hierarchical granularity. The usefulness of the tool is demonstrated by applying it to time-varying migration data in the hierarchically structured world.",https://doi.org/10.1109/IV.2013.8,183c2c99-f42d-4db5-a0b0-5c7524f929fa.png,"Burch, Michael and Schmidt, Benjamin and Weiskopf, Daniel",2013
466,2,A Dynamic Graph Visualization Perspective on Eye Movement Data,"During eye tracking studies, vast amounts of spatio-temporal data in the form of eye gaze trajectories are recorded. Finding insights into these time-varying data sets is a challenging task. Visualization techniques such as heat maps or gaze plots help find patterns in the data but either highly aggregate the data (heat maps) or are difficult to read due to overplotting (gaze plots). In this paper, we propose transforming eye movement data into a dynamic graph data structure to explore the visualization problem from a new perspective. By aggregating gaze trajectories of participants over time periods or Areas of Interest (AOIs), a fair trade-off between aggregation and details is achieved. We show that existing dynamic graph visualizations can be used to display the transformed data and illustrate the approach by applying it to eye tracking data recorded for investigating the readability of tree diagrams.",https://doi.org/10.1145/2578153.2578175,277e8e0c-3ff4-4682-aa4e-bb79f44b52f1.png,"Burch, Michael and Beck, Fabian and Raschke, Michael and Blascheck, Tanja and Weiskopf, Daniel",2014
467,2,A Flip-Book of Edge-Splatted Small Multiples for Visualizing Dynamic Graphs,"Dynamic graph visualization techniques can be based on animated or static diagrams showing the evolution over time. In this paper, we apply the concept of small multiples representations to visually illustrate the dynamics of a graph. Node-link diagrams are used as the basic visual metaphor for displaying individual graphs of the sequence. To improve the readability of the diagram and reduce visual clutter we apply an edge splatting technique. Here, we discuss the benefits of splatted radial graph layouts on a modifiable 2D grid. Moreover, to obtain a more scalable dynamic graph visualization we interactively support a graph analyst by a Rapid Serial Visual Presentation (RSVP) feature to rapidly flip between the sequences of displayed graphs. The usefulness of the technique is illustrated in two case studies investigating a dynamic call graph and an evolving social network that consists of more than 1,000 graphs.",https://doi.org/10.1145/2636240.2636839,7d9022a7-b1cb-42f5-bb82-59215008d392.png,"Burch, Michael and Weiskopf, Daniel",2014
468,2,Edge-Stacked Timelines for Visualizing Dynamic Weighted Digraphs,"We investigate the problem of visually encoding time-varying weighted digraphs to provide an overview about dynamic graphs. Starting from a rough overview of dynamic relational data an analyst can subsequently explore the data in more detail to gain further insights. To reach this goal we first map the graph vertices in the graph sequence to a common horizontal axis. Edges between vertices are represented as stacked horizontal and color-coded links starting and ending at their corresponding start and end vertex positions. The direction of each edge is indicated by placing it either above or below the horizontal vertex line. We attach a vertically aligned timeline to each link to show the weight evolution for those links. The order of the vertices and stacked edges is important for the readability of the visualization. We support interactive reordering and sorting in the vertex, edge, and timeline representations. The usefulness of our edge-stacked timelines is illustrated in a case study showing dynamic call graph data from software development.",https://doi.org/10.5220/0005259200930100,9c135e2a-e351-4928-a5d7-47ee037e327d.png,"Burch, Michael and Munz, Tanja and Weiskopf, Daniel",2015
469,2,Flip-Book Visualization of Dynamic Graphs,"Dynamic graph visualization techniques can be based on animated or static diagrams showing the evolution over time. In this paper, we apply the concept of small multiples to visually illustrate the dynamics of a graph. Node-link, adjacency matrix, and adjacency list visualizations are used as basic visual metaphors for displaying individual graphs of the sequence. For node-link diagrams, we apply edge splatting to improve readability and reduce visual clutter caused by overlaps and link crossings. Additionally, to obtain a more scalable dynamic graph visualization in the time dimension, we integrate an interactive Rapid Serial Visual Presentation (RSVP) feature to rapidly flip between the sequences of displayed graphs, similar to the concept of flipping a book’s pages. Our visualization tool supports the focus-and-context design principle by providing an overview of a longer time sequence as small multiples in a grid while also showing a graph in focus as a large single representation in a zoomed in and more detailed view. The usefulness of the technique is illustrated in two case studies investigating a dynamic directed call graph and an evolving social network that consists of more than 1,000 undirected graphs.",,f2d5e777-1f0e-4fa6-b525-b7185ef8bc2d.png,"Burch, Michael and Weiskopf, Daniel",2015
470,2,A Visualization Technique for Large Temporal Social Network Datasets in Hyperbolic Space,"Visualisations of temporal social network datasets have the potential to be complex and require a lot of cognitive input. In this paper, we present a novel visualisation approach that depicts both relational and statistical information of evolving social structures. The underlying framework is implemented by the usage of Hyperbolic Geometry to support focus context rendering. The proposed method guarantees representing prominent social actors through scaling their representations, preserves user's mental map, and provides the user to reduce visual clutter by means of filtering.",https://doi.org/10.1016/j.jvlc.2013.10.008,e205b949-08e8-4ce5-a3b3-6991ae5b6c75.png,"Cengiz Turker, Uraz and Balcisoy, Selim",2013
471,2,Visualizing evolving networks: Minimum spanning trees versus pathfinder networks,"Network evolution is an ubiquitous phenomenon in a wide variety of complex systems. There is an increasing interest in statistically modeling the evolution of complex networks such as small-world networks and scale-free networks. In this article, we address a practical issue concerning the visualizations of co-citation networks of scientific publications derived by two widely known link reduction algorithms, namely minimum spanning trees (MSTs) and pathfinder networks (PFNETs). Our primary goal is to identify the strengths and weaknesses of the two methods in fulfilling the need for visualizing evolving networks. Two criteria are derived for assessing visualizations of evolving networks in terms of topological properties and dynamical properties. We examine the animated visualization models of the evolution of botulinum toxin research in terms of its co-citation structure across a 58-year span (1945-2002). The results suggest that although high-degree nodes dominate the structure of MST models, such structures can be inadequate in depicting the essence of how the network evolves because MST removes potentially significant links from high-order shortest paths. In contrast, PFNET models clearly demonstrate their superiority in maintaining the cohesiveness of some of the most pivotal paths, which in turn make the growth animation more predictable and interpretable. We suggest that the design of visualization and modeling tools for network evolution should take the cohesiveness of critical paths into account.",https://doi.org/10.1109/INFVIS.2003.1249010,8b44726a-d243-478c-aad9-79692871a4c3.png,"Chen, Chaomei and Morris, Steven",2003
472,2,CiteSpace II: Detecting and visualizing emerging trends and transient patterns in scientific literature,"This article describes the latest development of a generic approach to detecting and visualizing emerging trends and transient patterns in scientific literature. The work makes substantial theoretical and methodological contributions to progressive knowledge domain visualization. A specialty is conceptualized and visualized as a time-variant duality between two fundamental concepts in information science: research fronts and intellectual bases. A research front is defined as an emergent and transient grouping of concepts and underlying research issues. The intellectual base of a research front is its citation and co-citation footprint in scientific literature—an evolving network of scientific publications cited by research-front concepts. Kleinberg's (2002) burst-detection algorithm is adapted to identify emergent research-front concepts. Freeman's (1979) betweenness centrality metric is used to highlight potential pivotal points of paradigm shift over time. Two complementary visualization views are designed and implemented: cluster views and time-zone views. The contributions of the approach are that (a) the nature of an intellectual base is algorithmically and temporally identified by emergent research-front terms, (b) the value of a co-citation cluster is explicitly interpreted in terms of research-front concepts, and (c) visually prominent and algorithmically detected pivotal points substantially reduce the complexity of a visualized network. The modeling and visualization process is implemented in CiteSpace II, a Java application, and applied to the analysis of two research fields: mass extinction (1981–2004) and terrorism (1990–2003). Prominent trends and pivotal points in visualized networks were verified in collaboration with domain experts, who are the authors of pivotal-point articles. Practical implications of the work are discussed. A number of challenges and opportunities for future studies are identified.",https://doi.org/10.1002/asi.20317,2d8f3d5f-55f6-4ff5-881a-a1c03db67432.png,"Chen, Chaomei",2006
473,2,A Framework for Dynamic Graph Drawing,"In this paper we give a model for dynamic graph algorithms, based on performing queries and updates on an implicit representation of the drawing. We present dynamic algorithms for drawing planar graphs that use a variety of drawing standards (such as polyline, straight-line, orthogonal, grid, upward, and visibility drawings), and address aesthetic criteria that are important for readability, such as the display of planarity, symmetry, and reachability. Also, we provide techniques that are especially tailored for important subclasses of planar graphs such as trees and series-parallel digraphs. Our dynamic drawing algorithms have the important property of performing ""smooth updates"" of the drawing. Of special geometric interest is the possibility of performing point-location and window queries on the implicit representation of the drawing.",https://doi.org/10.1145/142675.142728,72b06d27-06ec-4917-a38c-f2f0a43d352d.png,"Cohen, Robert F and Di Battista, Giuseppe and Tamassia, Roberto and Tollis, Ioannis G and Bertolazzi, Paola",1992
474,2,"Dynamic Graph Drawings: Trees, Series-Parallel Digraphs, and st-Digraphs","Drawing graphs is an important problem that combines elements of computational geometry and graph theory. Applications can be found in a variety of areas including circuit layout, network management, software engineering, and graphics. The main contributions of this paper can be summarized as follows: We devise a model for dynamic graph algorithms, based on performing queries and updates on an implicit representation of the drawing, and we show its applications. We present efficient dynamic drawing algorithms for trees and series-parallel digraphs. As further applications of the model, we give dynamic drawing algorithms for planar st-digraphs and planar graphs. Our algorithms adopt a variety of representations (e.g., straight line, polyline, visibility) and update the drawing in a smooth way.",https://doi.org/10.1137/S0097539792235724,049a4935-f5b1-4a2e-b6fa-5a4869dfaf82.png,"Cohen, Robert F and Di Battista, Giuseppe and Tamassia, Roberto and Tollis, Ioannis G",1995
475,2,A system for graph-based visualization of the evolution of software,"We describe GEVOL, a system that visualizes the evolution of software using a novel graph drawing technique for visualization of large graphs with a temporal component. GEVOL extracts information about a Java program stored within a CVS version control system and displays it using a temporal graph visualizer. This information can be used by programmers to understand the evolution of a legacy program: Why is the program structured the way it is? Which programmers were responsible for which parts of the program during which time periods? Which parts of the program appear unstable over long periods of time and may need to be rewritten? This type of information will complement that produced by more static tools such as source code browsers, slicers, and static analyzers.",https://doi.org/10.1145/774833.774844,017761f8-c359-48d2-9351-5a68c14e018d.png,"Collberg, Christian and Kobourov, Stephen G and Nagra, Jasvir and Pitts, Jacob and Wampler, Kevin",2003
476,2,Enabling dynamic network analysis through visualization in TVNViewer,"Many biological processes are context-dependent or temporally specific. As a result, relationships between molecular constituents evolve across time and environments. While cutting-edge machine learning techniques can recover these networks, exploring and interpreting the rewiring behavior is challenging. Information visualization shines in this type of exploratory analysis, motivating the development ofTVNViewer (http://sailing.cs.cmu.edu/tvnviewer webcite), a visualization tool for dynamic network analysis. In this paper, we demonstrate visualization techniques for dynamic network analysis by using TVNViewer to analyze yeast cell cycle and breast cancer progression datasets. TVNViewer is a powerful new visualization tool for the analysis of biological networks that change across time or space.",https://doi.org/10.1186/1471-2105-13-204,bc3f1476-3fc2-4bb5-a6f4-02747e2e082f.png,"Curtis, Ross E and Xiang, Jing and Parikh, Ankur and Kinnaird, Peter and Xing, Eric P",2012
477,2,Preserving the mental map using foresighted layout,"First we introduce the concept of graph animations as a sequence of evolving graphs and a generic algorithm which computes a Foresighted Layout for dynamically drawing these graphs while preserving the mental map. The algorithm is generic in the sense that it takes a static graph drawing algorithm as a parameter. In other words, trees can be animated with a static tree layouter, graphs with a static Sugiyama-style layouter or a spring embedder, etc. Second we discuss applications of Foresighted Layout in algorithm animation and visualization of navigation behaviour.",https://doi.org/10.2312/VisSym/VisSym01/175-184,76f0b89e-3896-4ef5-a387-06147f32146b.png,"Diehl, Stephan and Görg, Carsten and Kerren, Andreas",2001
478,2,"Graphs, They are Changing – Dynamic Graph Drawing for a Sequence of Graphs",In this paper we present a generic algorithm for drawing sequences of graphs. This algorithm works for different layout algorithms and related metrics and adjustment strategies. It differs from previous work on dynamic graph drawing in that it considers all graphs in the sequence (offline) instead of just the previous ones (online) when computing the layout for each graph of the sequence. We introduce several general adjustment strategies and give examples of these strategies in the context of force-directed graph layout. Finally some results from our first prototype implementation are discussed.,https://doi.org/10.1007/3-540-36151-0_3,9f46f764-ef35-4c64-8262-3fd1b27de496.png,"Diehl, Stephan and Görg, Carsten",2002
479,2,GraphStream: A tool for bridging the gap between complex systems and dynamic graphs,"The notion of complex systems is common to many domains, from Biology to Economy, Computer Science, Physics, etc. Often, these systems are made of sets of entities moving in an evolving environment. One of their major characteristics is the emergence of some global properties stemmed from local interactions between the entities themselves and between the entities and the environment. The structure of these systems as sets of interacting entities leads researchers to model them as graphs. However, their understanding requires most often to consider the dynamics of their evolution. It is indeed not relevant to study some properties out of any temporal consideration. Thus, dynamic graphs seem to be a very suitable model for investigating the emergence and the conservation of some properties. GraphStream is a Java-based library whose main purpose is to help researchers and developers in their daily tasks of dynamic problem modeling and of classical graph management tasks: creation, processing, display, etc. It may also be used, and is indeed already used, for teaching purpose. GraphStream relies on an event-based engine allowing several event sources. Events may be included in the core of the application, read from a file or received from an event handler.",http://hal.archives-ouvertes.fr/hal-00264043/,17ce8e6e-3f2b-4c2c-9a10-b979519a9bfe.png,"Dutot, Antoine and Guinand, Frédéric and Olivier, Damien and Pigné Yoann",2007
480,2,Visualising a fund manager flow graph with columns and worms,"We describe a paradigm for visualising time dependent flow in a network of objects connected by abstract relationships (a graph) by representing time in the third dimension. We show two variants of the paradigm, one in which the elements of the graph are shown as vertical columns of varying width and another which emphasises centrality with bending ""worms"". We demonstrate these techniques by visualising the movements of Fund Managers within the UK Stock Market in terms of their changing share ownership over time.",https://doi.org/10.1109/IV.2002.1028770,cba29c88-0034-4cb6-a270-5b9aa53c703a.png,"Dwyer, Tim and Eades, Peter",2002
481,2,Visualising changes in fund manager holdings in two and a half-dimensions,"We explore a multiple view, or overview and detail, method for visualising a high-dimensional portfolio holdings data set with attributes that change over time. The method employs techniques from multidimensional scaling and graph visualisation to find a two-dimensional mapping for high-dimensional data. In both the overview and detail views, time is mapped to the third dimension providing a two and a half-dimensional view of changes in the data. We demonstrate the utility of the paradigm with a prototype system for visualisation of movements within a large set of UK fund managers’ stock portfolios.",https://doi.org/10.1057/palgrave.ivs.9500081,f5b5e01a-982b-4ebc-9115-c9e70623e90b.png,"Dwyer, Tim and Gallagher, David R",2004
482,2,Causality visualization using animated growing polygons,"We present Growing Polygons, a novel visualization technique for the graphical representation of causal relations and information flow in a system of interacting processes. Using this method, individual processes are displayed as partitioned polygons with color-coded segments showing dependencies to other processes. The entire visualization is also animated to communicate the dynamic execution of the system to the user. The results from a comparative user study of the method show that the Growing Polygons technique is significantly more efficient than the traditional Hasse diagram visualization for analysis tasks related to deducing information flow in a system for both small and large executions. Furthermore, our findings indicate that the correctness when solving causality tasks is significantly improved using our method. In addition, the subjective ratings of the users rank the method as superior in all regards, including usability, efficiency, and enjoyability.",https://doi.org/10.1109/INFVIS.2003.1249025,728458a7-e0d4-4bea-900f-1b55487e9c00.png,"Elmqvist, Niklas and Tsigas, Philippas",2003
483,2,ChronoTwigger: A Visual Analytics Tool for Understanding Source and Test Co-Evolution,"Applying visual analytics to large software systems can help users comprehend the wealth of information produced by source repository mining. One concept of interest is the co-evolution of test code with source code, or how source and test files develop together over time. For example, understanding how the testing pace compares to the development pace can help test managers gauge the effectiveness of their testing strategy. A useful concept that has yet to be effectively incorporated into a co-evolution visualization is co-change. Co-change is a quantity that identifies correlations between software artifacts, and we propose using this to organize our visualization in order to enrich the analysis of co-evolution. In this paper, we create, implement, and study an interactive visual analytics tool that displays source and test file changes over time (co-evolution) while grouping files that change together (co-change). Our new technique improves the analyst’s ability to infer information about the software development process and its relationship to testing. We discuss the development of our system and the results of a small pilot study with three participants. Our findings show that our visualization can lead to inferences that are not easily made using other techniques alone.",http://conferences.computer.org/vissoft/2014/papers/6150a117.pdf,34b8efe4-d7b6-454f-b9fc-dd104f452cdb.png,"Ens, Barrett and Rea, Daniel and Shpaner, Roiy and Hemmati, Hadi and Young, James E and Irani, Pourang",2014
484,2,Exploring the Computing Literature Using Temporal Graph Visualization,"We present a system for the visualization of computing literature with an emphasis on collaboration patterns, interactions between related research specialties and the evolution of these characteristics through time. Our computing literature visualization system, has four major components: A mapping of bibliographical data to relational schema coupled with an RDBMS to store the relational data, an interactive GUI that allows queries and the dynamic construction of graphs, a temporal graph layout algorithm, and an interactive visualization tool. We use a novel technique for visualization of large graphs that evolve through time. Given a dynamic graph, the layout algorithm produces two-dimensional representations of each timeslice, while preserving the mental map of the graph from one slice to the next. A combined view, with all the timeslices can also be viewed and explored. For our analysis we use data from the Association of Computing Machinery's Digital Library of Scientific Literature which contains more than one hundred thousand research papers and authors. Our system can be found online at http://tgrip.cs.arizona.edu.",https://doi.org/10.1117/12.539245,547f5845-b64e-4679-aafa-8229960509a5.png,"Erten, Cesim and Harding, Philip J and Kobourov, Stephen G and Wampler, Kevin and Yee, Gary V",2004
485,2,GraphAEL: Graph Animations with Evolving Layouts Graph Drawing,"GraphAEL extracts three types of evolving graphs from the Graph Drawing literature and creates 2D and 3D animations of the evolutions. We study citation graphs, topic graphs, and collaboration graphs. We also create difference graphs which capture the nature of change between two given time periods. GraphAEL can be accessed online at http://graphael.cs.arizona.edu .",https://doi.org/10.1007/978-3-540-24595-7_9,47e0b89a-f358-4064-9912-c943e2823315.png,"Erten, Cesim and Harding, Philip J and Kobourov, Stephen G and Wampler, Kevin and Yee, Gary V",2004
486,2,Simultaneous graph drawing: Layout algorithms and visualization schemes,"In this paper we consider the problem of drawing and displaying a series of related graphs, i.e., graphs that share all, or parts of the same vertex set. We designed and implemented three different algorithms for simultaneous graph drawing and three different visualization schemes. The algorithms are based on a modification of the force-directed algorithm that allows us to take into account vertex weights and edge weights in order to achieve mental map preservation while obtaining individually readable drawings. The implementation is in Java and the system can be downloaded at http://simg.cs.arizona.edu/.",https://doi.org/10.1007/978-3-540-24595-7_41,3a20ab80-f738-4e7c-bb1e-8b47bd5d47e1.png,"Erten, Cesim and Kobourov, Stephen G and Le, Vu and Navabi, Armand",2004
487,2,Effective temporal graph layout: A comparative study of animation versus static display methods,"Graph drawing algorithms have classically addressed the layout of static graphs. However, the need to draw evolving or dynamic graphs has brought into question many of the assumptions, conventions and layout methods designed to date. For example, social scientists studying evolving social networks have created a demand for visual representations of graphs changing over time. Two common approaches to represent temporal information in graphs include animation of the network and use of static snapshots of the network at different points in time. Here, we report on two experiments, one in a laboratory environment and another using an asynchronous remote web-based platform, Mechanical Turk, to compare the efficiency of animated displays versus static displays. Four tasks are studied with each visual representation, where two characterise overview level information presentation, and two characterise micro level analytical tasks. For the tasks studied in these experiments and within the limits of the experimental system, the results of this study indicate that static representations are generally more effective particularly in terms of time performance, when compared to fully animated movie representations of dynamic networks.",https://doi.org/10.1057/ivs.2010.10,bb7d2885-a340-4907-82b0-460488e4323b.png,"Farrugia, Michael and Quigley, Aaron J",2011
488,2,Exploring temporal ego networks using small multiples and tree-ring layouts,"Many of the current dynamic network visualisations methods or techniques rely on node-link force-based models that were originally developed for visualising static network snapshots. In this study, we diverge from this traditional layout approach and develop a layout for ego networks that places the time dimension in the foreground, by turning time into an element of shape. In addition to this we develop an interactive system that enables the visualisation of multiple networks simultaneously by employing small multiples. Using the proposed layout and analytical system as a grounding visual structure, we visually characterise dynamic network events in 3 different networks; the evolution of the biotechnology field, a phone call data set and a network of passenger connections of an airline. From this analysis we propose a range of ego network visual motifs that can be used as templates to identify and characterise events that are occurring in a dynamic network.",http://hcibib.org/ACHI11,d0367427-c3d5-4a3e-9f69-f59bef151b62.png,"Farrugia, Michael and Hurley, Neil and Quigley, Aaron J",2011
489,2,A Visual Analytics Approach to Dynamic Social Networks,"The visualization and analysis of dynamic networks have become increasingly important in several fields, for instance sociology or economics. The dynamic and multi-relational nature of this data poses the challenge of understanding both its topological structure and how it changes over time. In this paper we propose a visual analytics approach for analyzing dynamic networks that integrates: a dynamic layout with user-controlled trade-off between stability and consistency; three temporal views based on different combinations of node-link diagrams (layer superimposition, layer juxtaposition, and two-and-a-half-dimensional view); the visualization of social network analysis metrics; and specific interaction techniques for tracking node trajectories and node connectivity over time. This integration of visual, interactive, and automatic methods supports the multi-faceted analysis of dynamically changing networks.",https://doi.org/10.1145/2024288.2024344,59ed608b-0ce1-484f-8b48-e3369dda02b7.png,"Federico, Paolo and Aigner, Wolfgang and Miksch, Silvia and Windhager, Florian and Zenk, Lukas",2011
490,2,Coherent Time-Varying Graph Drawing with Multifocus+Context Interaction,"We present a new approach for time-varying graph drawing that achieves both spatiotemporal coherence and multifocus+context visualization in a single framework. Our approach utilizes existing graph layout algorithms to produce the initial graph layout, and formulates the problem of generating coherent time-varying graph visualization with the focus+context capability as a specially tailored deformation optimization problem. We adopt the concept of the super graph to maintain spatiotemporal coherence and further balance the needs for aesthetic quality and dynamic stability when interacting with time-varying graphs through focus+context visualization. Our method is particularly useful for multifocus+context visualization of time-varying graphs where we can preserve the mental map by preventing nodes in the focus from undergoing abrupt changes in size and location in the time sequence. Experiments demonstrate that our method strikes a good balance between maintaining spatiotemporal coherence and accentuating visual foci, thus providing a more engaging viewing experience for the users.",https://doi.org/10.1109/TVCG.2011.128,b00e0e27-d930-4f65-bbed-8c370376ddf2.png,"Feng, Kun-Chuan and Wang, Chaoli and Shen, Han-Wei and Lee, Tong-Yee",2012
491,2,graphael: A system for generalized force-directed layouts,"The graphael system implements several traditional force-directed layout methods, as well as several novel layout methods for non-Euclidean geometries, including hyperbolic and spherical. The system can handle large graphs, using multi-scale variations of the force-directed methods. Moreover, graphael can layout and visualize graphs that evolve though time, using static views, animation, and morphing. The implementation includes a powerful interface that allows the user to put together existing algorithms and visualization techniques, and to easily add new ones. The system is written in Java and is available as a downloadable program or as an applet at http://graphael.cs.arizona.edu.",https://doi.org/10.1007/978-3-540-31843-9_47,81dd4a4a-a372-48e1-a839-e7ba465467be.png,"Forrester, David and Kobourov, Stephen G and Navabi, Armand and Wampler, Kevin and Yee, Gary V",2005
492,2,The Marey graph animation tool demo,"Enabling the user of a graph drawing system to preserve the mental map between two different layouts of a graph is a major problem. In this paper we present Marey, a system that can smoothly transform one drawing of a graph into another without any restrictions to the class of graphs or type of layout algorithm.",https://doi.org/10.1007/3-540-44541-2_37,63ffe844-ee8c-46d5-a5f8-6c1c25716d39.png,"Friedrich, Carsten and Eades, Peter",2001
493,2,Graph drawing in motion,Enabling the user of a graph drawing system to preserve the mental map between two different layouts of a graph is a major problem. In this paper we present methods that smoothly transform one drawing of a graph into another without any restrictions to the class of graphs or type of layout algorithm.,https://doi.org/10.7155/jgaa.00057,8251a385-3c8a-487c-9ae2-d523a412ddec.png,"Friedrich, Carsten and Eades, Peter",2002
494,2,Graph Drawing in Motion II,"Enabling the user of a graph drawing system to preserve the mental map between two different layouts of a graph is a major problem. Whenever a layout in a graph drawing system is modified, the mental map of the user must be preserved. One way in which the user can be helped in understanding a change of layout is through animation of the change. In this paper, we present clustering-based strategies for identifying groups of nodes sharing a common, simple motion from initial layout to final layout. Transformation of these groups is then handled separately in order to generate a smooth animation.",https://doi.org/10.1007/3-540-45848-4_18,0bde29ac-1a27-4d93-a928-309ed3fc830c.png,"Friedrich, Carsten and Houle, Michael E",2002
495,2,Dynamic Drawing of Clustered Graphs,This paper presents an algorithm for drawing a sequence of graphs that contain an inherent grouping of their vertex set into clusters. It differs from previous work on dynamic graph drawing in the emphasis that is put on maintaining the clustered structure of the graph during incremental layout. The algorithm works online and allows arbitrary modifications to the graph. It is generic and can be implemented using a wide range of static force-directed graph layout tools. The paper introduces several metrics for measuring layout quality of dynamic clustered graphs. The performance of our algorithm is analyzed using these metrics. The algorithm has been successfully applied to visualizing mobile object software.,https://doi.org/10.1109/INFVIS.2004.18,0d66d1a7-fd04-4ca3-910e-d35c664c6aa8.png,"Frishman, Yaniv and Tal, Ayellet",2004
496,2,MOVIS: A system for visualizing distributed mobile object environments,"This paper presents MOVIS—a system for visualizing mobile object frameworks. In such frameworks, the objects can migrate to remote hosts, along with their state and behavior, while the application is running. An innovative graph-based visualization is used to depict the physical and the logical connections in the distributed object network. Scalability is achieved by using a focus+context technique jointly with a user-steered clustering algorithm. In addition, an event synchronization model for mobile objects is presented. The system has been applied to visualizing several mobile object applications.",https://doi.org/10.1016/j.jvlc.2007.07.006,5984ea47-b857-4b28-bee6-830bd4919e05.png,"Frishman, Yaniv and Tal, Ayellet",2008
497,2,Online Dynamic Graph Drawing,"This paper presents an algorithm for drawing a sequence of graphs online. The algorithm strives to maintain the global structure of the graph and, thus, the user's mental map while allowing arbitrary modifications between consecutive layouts. The algorithm works online and uses various execution culling methods in order to reduce the layout time and handle large dynamic graphs. Techniques for representing graphs on the GPU allow a speedup by a factor of up to 17 compared to the CPU implementation. The scalability of the algorithm across GPU generations is demonstrated. Applications of the algorithm to the visualization of discussion threads in Internet sites and to the visualization of social networks are provided.",https://doi.org/10.1109/tvcg.2008.11,4d82fac4-3f03-4537-b865-0411c5adea2b.png,"Frishman, Yaniv and Tal, Ayellet",2008
498,2,Visualization and analysis of email networks,"This paper presents various methods for visualization and analysis of email networks; visualization on the surface of a sphere to reveal communication patterns between different groups, a hierarchical drawing displaying the centrality analysis of nodes to emphasize important nodes, a 2.5D visualization for temporal email networks to analyze the evolution of email relationships changing over time, and an ambient display for finding social circles derived from the email network. Each method was evaluated with various data sets from a research organization. We also extended our method for visual analysis of an email virus network.",https://doi.org/10.1109/APVIS.2007.329302,2a09f721-2bbe-4538-8b48-71dca5c0a797.png,"Fu, Xiaoyan and Hong, Seok-Hee and Nikolov, Nikola S and Shen, Xiaobin and Wu, Yingxin and Xu, Kai",2007
499,2,A hybrid model for drawing dynamic and evolving graphs,"Dynamic processes frequently occur in many applications. Visualizations of dynamically evolving data, for example as part of the data analysis, are typically restricted to a cumulative static view or an animation/sequential view. Both methods have their benefits and are often complementary in their use. In this article, we present a hybrid model that combines the two techniques. This is accomplished by 2.5D drawings which are calculated in an incremental way. The method has been evaluated on collaboration networks.",https://doi.org/10.1007/11618058_18,fb715f53-cd2f-42ca-9134-dd0cf5f4a36e.png,"Gaertler, Marco and Wagner, Dorothea",2006
500,2,Interactive Visualization of Streaming Text Data with Dynamic Maps,"The many endless rivers of text now available present a serious challenge in the task of gleaning, analyzing and discovering useful information. In this paper, we describe a methodology for visualizing a text stream in real-time, modeled as a dynamic graph and its derived map. The approach automatically groups similar messages into clusters displayed as ""countries"", with keyword summaries, using semantic analysis, graph clustering and map generation techniques. It handles the need for visual stability across time by dynamic graph layout and Procrustes projection, enhanced with a novel stable component packing algorithm. The result provides a continuous, succinct view of ever-changing topics of interest. To make these ideas concrete, we describe their application to an experimental web service called TwitterScope.",https://doi.org/10.7155/jgaa.00302,7e560ab2-e080-4c3d-a34f-82ef2553b7a1.png,"Gansner, Emden R. and Hu, Yifan and North, Stephen C",2013
