id,name,description,code_id,created,created_by,parent,is_leaf
527,settings,the place or type of surroundings where something is positioned or where an event takes place,3,1715682758927,2,591,0
528,set: time,,3,1715683167492,2,527,0
529,set: spatial,,3,1715683167492,2,527,0
557,pc: moral challenges,,3,1717611007935,2,477,1
558,pc: discovery,,3,1717611119990,2,477,1
559,structure,,3,1723054777441,2,593,0
560,order,,3,1723054847105,2,559,0
561,chunkiness,,3,1723054847105,2,559,0
562,spielerlebnis,,3,1723054847105,2,559,0
563,match based,,3,1723054847105,2,559,1
564,cyclic,,3,1723054847105,2,559,1
565,linear,,3,1723054874006,2,560,1
566,branches,,3,1723054874006,2,560,1
567,open,,3,1723054874006,2,560,1
568,continuous,,3,1723054903241,2,561,1
569,package wise,,3,1723054903241,2,561,1
570,homogen,,3,1723054924885,2,562,1
571,heterogen,,3,1723054924885,2,562,1
572,replayability,,3,1723055039423,2,594,0
574,rep: gameplay branches,"the game provides mechanics that result in different ways of playing the game (e.g. skilltree)

this does not apply to scenarios where the core gameplay is the same but with a slightly different flavor (e.g. pokemon)",3,1723055144229,2,572,1
575,randomness,,3,1723055144229,2,572,0
576,rep: unlock content,"players unlock new content after finishing the game or a run of the game, e.g. new levels, new cosmetics, new game modes, story elements",3,1723055144229,2,572,1
577,rep: meta progression,"players progress after finishing a game/match (e.g. increasing a character level in multiplayer games, etc.)",3,1723055144229,2,572,1
578,rnd: world generation,,3,1723055241633,2,575,1
579,rnd: loot,,3,1723055241633,2,575,1
580,rnd: enemies,,3,1723055241633,2,575,1
581,rnd: ability select,,3,1723055241633,2,575,1
582,rnd: ability outcome,,3,1723055241633,2,575,1
587,game over condition,,3,1723056022526,2,594,0
591,content and substance,,3,1723066438461,2,,0
593,form,,3,1723066659639,2,,0
594,mechanics,A mechanic is a feature that the game provides such that the player is able to accomplish game given tasks. This is not the same as what you do.,3,1723066676424,2,593,0
595,mini: luck,,3,1728907133175,2,442,1
596,mini: strategy,,3,1728907133175,2,442,1
597,mechanics: stealth,,3,1728907214929,2,594,1
598,mechanics: card game,,3,1728907365843,2,594,1
599,mechanics: turnbased,,3,1728907365843,2,594,1
600,top: conflict,,3,1728907666234,2,514,0
601,top: supernatural phenomena,,3,1728907666234,2,514,0
602,top: metaphysics,,3,1728907666234,2,514,0
603,top: culture & ethics,,3,1728907666234,2,514,0
604,top: forms of life,,3,1728907666234,2,514,0
605,top: violence,,3,1728907701376,2,600,1
606,top: war,,3,1728907701376,2,600,1
607,top: conquest,,3,1728907701376,2,600,1
608,top: colonialization,,3,1728907701376,2,600,1
609,top: power struggle,,3,1728907701376,2,600,1
611,top: magic,,3,1728907741834,2,601,1
612,top: ?,,3,1728907756778,2,602,1
613,top: family,,3,1728907839813,2,603,1
614,top: religion,,3,1728907839813,2,603,1
615,top: racism,,3,1728907839813,2,603,1
616,top: sexism,,3,1728907839813,2,603,1
617,top: discrimination,,3,1728907839813,2,603,1
618,top: friendship,,3,1728907839813,2,603,1
619,top: romance,,3,1728907839813,2,603,1
620,top: economy,,3,1728907839813,2,603,1
621,top: settlement,,3,1728907839813,2,603,1
622,top: machine intelligence,,3,1728907839813,2,603,1
623,top: free will,,3,1728907839813,2,603,1
624,top: gods,,3,1728907890697,2,604,1
625,top: synthetic life,,3,1728907890697,2,604,1
626,top: monsters,,3,1728907890697,2,604,1
627,top: creatures,,3,1728907890697,2,604,1
628,top: aliens,,3,1728907890697,2,604,1
629,top: plants,,3,1728907890697,2,604,1
630,top: ecosystems,,3,1728907890697,2,604,1
631,top: art,,3,1729329662434,2,603,1
633,top: language,,3,1729329662434,2,603,1
634,top: sports,,3,1729329662434,2,603,1
635,mng: items,"Manage which items are used e.g. selecting from a set or collection.
Choose item for a slot.
items gleichbedeutend mit equipment",3,1729330652832,2,491,1
636,mng: inventory,"inventory limited by space or weight, choose which items to keep",3,1729330703600,2,491,1
638,rep: narrative branches,"players can use different game mechanics (skills, weapons, items) or resource strategies to complete the game

merge tags:
narrative choices, narrative branches",3,1729335744766,2,572,1
639,what you do,,3,1729337720729,2,591,0
640,goc: critical failure,"e.g. death, resets to a previous point in the game, thereby losing any progress between this point and the critical failure",3,1729345840511,2,587,1
641,goc: permadeath,,3,1729345840511,2,587,1
642,goc: reach endpoint,,3,1729345840511,2,587,1
643,goc: none,,3,1729345840511,2,587,1
644,set-s: space ship,,3,1729346191635,2,529,1
645,set-s: nature,,3,1729346191635,2,529,1
646,set-s: urban,,3,1729346191635,2,529,1
647,set-s: space,,3,1729346191635,2,529,1
648,set-s: america,,3,1729346191635,2,529,1
649,set-s: other,,3,1729346191635,2,529,1
650,set-t: medieval,,3,1729346257153,2,528,1
651,set-t: future,,3,1729346257153,2,528,1
652,set-t: futuristic,,3,1729346257153,2,528,1
653,set-t: modern times,,3,1729346257153,2,528,1
654,set-t: other,,3,1729346257153,2,528,1
655,genre,,3,1729346271906,2,527,0
656,set-g: post apocalypse,,3,1729346322611,2,655,1
657,set-g: zombie apocalypse,,3,1729346322611,2,655,1
658,set-g: science fiction,,3,1729346322611,2,655,1
659,set-g: fantasy,,3,1729346322611,2,655,1
660,set-g: crime,,3,1729346322611,2,655,1
661,set-g: horror,,3,1729346322611,2,655,1
662,set-g: space western,,3,1729346322611,2,655,1
663,set-g: adventure,,3,1729346322611,2,655,1
664,set-g: other,,3,1729346322611,2,655,1
665,spn: other,,3,1729346670258,2,502,1
666,spn: pings,,3,1729346695331,2,502,1
667,res: learn or apply language,"merge tags:
apply preknown language, body language, learn programming, learn unknown language",3,1729347175250,2,486,1
668,res: apply logic,"merge tags:
apply abstract rules, discover or learn rules",3,1729519529327,2,486,1
669,res: ausschlussprinzip,,3,1729519599467,2,486,1
670,res: other,,3,1729519599467,2,486,1
671,info: other,"placeholder for any missing tags, e.g. arranging information",3,1729586147123,1,462,1
672,top: other,"for any missing topics, e.g. technology",3,1729598464513,1,514,1
673,mechanics: other,for any missing tags related to mechanics,3,1729670099424,1,594,1
674,vis: other,vis collection tag,3,1729674317217,1,677,1
675,vis: overlay,,3,1729688050560,2,677,1
676,int: read/unread,,3,1729688050560,2,711,1
677,int: vis,,3,1729708779119,2,711,0
678,mechanics: place and arrange,,3,1729710533716,2,594,1
680,mechanics: transform things,,3,1729710892334,2,594,1
681,wyd: crafting,,3,1729711116920,2,639,1
682,wyd: building,,3,1729711116920,2,639,1
683,mechanics: change game speed," slow motion, bullettime, pause, speedup, and so on",3,1729711611863,2,594,1
684,misc: community content,,3,1729713354514,2,444,1
685,rnd: events,,3,1729713541766,2,575,1
686,rnd: agents,,3,1729713903914,2,575,1
687,vis: bars,,3,1729926987595,1,677,1
688,vis: charts,,3,1729926987595,1,677,1
689,vis: graphs,,3,1729926987595,1,677,1
690,vis: matrix & tables,,3,1729926987595,1,677,1
691,mechanics: vehicles and mounts,,3,1729931882819,2,594,1
692,rep: scoring system,game includes a scoring or ranking system that may motivate players to replay (sections of) the game,3,1729932152039,2,572,1
693,pc: memory,,3,1729932200198,2,477,1
694,mechanics: predefined notes,,3,1729932299870,2,594,1
695,info: arrange,,3,1729932369387,2,462,1
696,int: visual aid,the game has visual aids like painting ledges that can be climbed on in a particular color,3,1729933440774,2,711,1
697,mng: consumables,"players need to manage consumable resources like money, materials, potions, etc.",3,1729935186758,1,491,1
698,info: distribute,,3,1730566869302,2,461,1
699,misc: collectibles,,3,1731405506770,2,444,1
700,mechanics: challenges,Quests (optional)/Grants,3,1731405573556,2,594,1
701,mechanics: combos,,3,1731405573556,2,594,1
702,misc: difficulty settings,,3,1731405757929,2,444,1
703,misc: educational,,3,1731405871847,2,444,1
704,mechanics: ai companion,does not include escort missions,3,1731405917758,2,594,0
705,ai: commandable,,3,1731410146489,2,704,1
706,ai: uncommandable,,3,1731410146489,2,704,1
707,mechanics: vision,"something is visible, you or others",3,1731410639365,2,594,0
708,vision: fog of war,,3,1731410672552,2,707,1
709,vision: cones,,3,1731410672552,2,707,1
710,vision: other,,3,1731410672552,2,707,1
711,interface,,3,1731411079857,2,593,0
712,int: configurable quick access,,3,1731411317673,2,711,1
713,mechanics: physical save points,,3,1731446962617,2,594,1
714,simulation systems,,3,1731447145352,2,594,0
715,sim: needs,,3,1731447205303,2,714,1
716,sim: day-night cycle,,3,1731447205303,2,714,1
717,sim: seasons & weather,,3,1731447205303,2,714,1
718,sim: daily routines,,3,1731447205303,2,714,1
719,vis: icons & symbols,"icons or symbols that encode game-relevant data (cannot be JUST ui elements)
",3,1731447727936,2,677,1
720,wyd: fighting,,3,1731701783762,2,639,1
721,wyd: farming,,3,1731701783762,2,639,1
722,wyd: managing,,3,1731701783762,2,639,1
723,sim: economy,,3,1731701867860,2,714,1
724,wyd: racing,,3,1731701981082,2,639,1
725,wyd: platforming,,3,1731701981082,2,639,1
726,mechanics: quest tracker display,players can see their current quest objectives/tasks displayed on the screen (automatically or by setting a quest as active),3,1732212950817,1,594,1
727,ai: commandable,AI companions can be commanded (fully or partially),4,1731410146489,2,818,1
728,ai: uncommandable,AI companions cannot be commanded,4,1731410146489,2,818,1
729,auto: assemble,"automation is directly build/assembled, usually some kind of machine

something can only count as automation if it could also be done manually by the player in some other way, with the automation therefore replacing manual labor (preferably introducing a certain depth)",4,1712517083773,2,731,1
730,auto: configure,"automation is configured but not directly build/assembled

something can only count as automation if it could also be done manually by the player in some other way, with the automation therefore replacing manual labor (preferably introducing a certain depth)",4,1712517083773,2,731,1
731,automation,automating processes via game mechanics is helpful or mandatory for problem solving,4,1711805797474,4,881,0
732,ord: branches,"game contents can be experienced/accessed in a branched order, i.e., there are different options but still some restrictions",4,1723054874006,2,863,1
743,character editor,"the game has a character editor which allows the player to personalize the character they play to some degree (age, gender, name, class, race, ..)",4,1713168014001,2,877,1
744,chunkiness,"how game contents are packaged, i.e. are there no clear boundaries between different game parts (open world) or are there clear separations (levels)",4,1723054847105,2,951,0
745,com: chat wheel,"players can post premade messages to a chat, usually by using a wheel where they can choose between a set of available messages

This acts as a barrier for toxicity and does not require devs to implement chat filters.",4,1710236969585,1,879,1
746,com: external,"players communicate outside of the game, e.g. because they are in the same location or by using other software",4,1712517995392,2,774,1
747,com: free drawing,"players can draw to communicate with other players, e.g. by drawing on a map to indicate where something is",4,1712518030110,2,774,1
748,com: free gestures,players can communicate via free gestures (most likely only VR games),4,1712518263573,2,774,1
749,com: gestures,players can communicate using a set of predefined gestures their character can make,4,1712518088500,2,879,1
750,com: markers and pings,"players can communicate through markers and pings, i.e., small symbolic representations ",4,1712518088500,2,879,1
751,com: npc and npc,NPCs talk to each other (e.g. ambient dialog or cutscenes) which can act as a source of information for the player,4,1712518501719,2,861,1
752,com: npc and player,"NPCs communicate with the player (not their in-game character), e.g. in a tutorial. This can include narrators.",4,1712518467870,2,861,1
753,com: npc and playercharacter,"players can communicate with NPCs via their in-game character, e.g. to gather information, complete quests, trade resources or just chat",4,1712518467870,2,861,1
754,com: proximity communication,"Communication is bound to a location, e.g. players can only hear each other when they are close to each other in the game world.
This is allowed to be tagged for single player games.",4,1712518130882,2,758,1
755,com: soundboard,"players can communicate through a sound board, e.g., through a set of predefined spoken lines (voiced by someone else)",4,1712518088500,2,879,1
756,com: text chat,players can communicate through a text chat,4,1712518030110,2,774,1
757,com: voice chat,players can communicate through a voice chat,4,1712518030110,2,774,1
758,communication,how communication is handled in the game,4,1710962863491,1,817,0
759,content & substance,the general content and substance of a game in terms of topics and setting,4,1723066438461,2,,0
760,chunk: continuous,"no clear boundaries, seamless transitions between different game parts",4,1723054903241,2,744,1
767,struc: cyclic,"the game has a cyclic structure, i.e., it can (or should) be played multiple times for a good player experience",4,1723054847105,2,951,1
768,dd: arrow indicator,players are shown a direction through an arrow indicator,4,1713095194985,2,771,1
769,dd: compass,players can understand directions through a compass,4,1713095194985,2,771,1
770,dd: ingame path trail,"directions are given through a path that is overlayed on the game world, e.g. to show players which way they must go",4,1713095236272,2,771,1
771,direction display,the game provides directional displays for spatial guidance,4,1710966824438,1,945,0
772,enact violence,players solve problems or progress by enacting violence like killing creatures and defeating enemies,4,1713167726338,2,881,1
773,form,"the form of a game, including its mechanics and structure",4,1723066659639,2,,0
774,free communication,communcation with some degree of free expression,4,1712517995392,2,878,0
775,game over condition,how/when the game is over,4,1723056022526,2,817,0
776,game object personalization,"players can personalize game objects, e.g., through naming, coloring or cosmetics (clothing, hair styles)",4,1713081762411,2,877,1
777,gather information,"players must identify and gather information themselves to progress, e.g. by inspecting objects or talking to NPCs",4,1710169624238,1,798,0
778,genre,"which genre from other media (film, literature) the game can be assigned to",4,1729346271906,2,937,0
779,ginfo: dialog,players collect information by talking to NPCs,4,1711012276403,1,777,1
780,ginfo: exploration,"players gather information by investigating their environment in the hopes of finding something, e.g. new items, an NPCs to talk to, etc.",4,1713108723165,2,777,1
781,ginfo: lookup,"players gather information by looking up information in the game (looking at letters, looking at the quest log)

NOTICE: this does not include *searching*",4,1713194480497,2,777,1
782,ginfo: remember self,"players must take care to remember gathered information themselves, since the game does not track it",4,1713088782652,2,777,1
783,ginfo: scouting,"player collect information by (repeadetly) investigating an area, e.g. to check that nothing is there or to get information on an enemy",4,1713097310471,2,777,1
784,ginfo: text search,players can search through information by specifying search terms,4,1710171588976,1,777,1
785,goc: critical failure,"game is over when the player fails critically, e.g., death, resets to a previous point in the game, thereby losing any progress between this point and the critical failure",4,1729345840511,2,775,1
786,goc: none,"there is no direct game over condition, e.g., because the game continues after the story ends (Minecraft) or because there was no end to begin with (endless mode)",4,1729345840511,2,775,1
787,goc: permadeath,"when the player dies, the game resets to the start",4,1729345840511,2,775,1
788,goc: reach endpoint,"the game ends when a certain point is reached, e.g., the conclusion of the main quest",4,1729345840511,2,775,1
789,exp: heterogeneous,players get a diverse game experience,4,1723054924885,2,946,1
790,exp: homogeneous,players get a more homogeneous game experience,4,1723054924885,2,946,1
791,info: arrange,players can spatially arrange information,4,1729932369387,2,864,1
792,info: connect,"players can (visually) connect pieces of information, e.g. via red strings like a graph",4,1710169537955,1,864,1
793,info: distribute,players must distribute information amongst themselves to tackle problems (multiplayer only),4,1730566869302,2,798,1
794,info: mark/tag,"players can tag information, which can be abstract or concrete, e.g. by tagging video clips based on their content",4,1709565043425,1,864,1
795,info: other,placeholder for any missing tags to organize information,4,1729586147123,1,864,1
796,info: record,"players can record information themselves, e.g. with a text note",4,1710169537955,1,864,1
797,info: visibility,"players can (visually) hide information not relevant to the current problem, e.g. by clicking an item to reduce its rendering opacity

this does not include being able to show or hide information in windows, e.g. a quest log",4,1710236316125,1,864,1
798,information,players must organize resources to succeed (e.g min-maxing),4,1710952384138,2,881,0
799,mech: configurable quick access,player can configure some type of quick access,4,1731411317673,2,817,1
800,int: highlight,"visual highlights, e.g. for status changes, important entities, etc.",4,1711014568101,1,804,1
801,int: new data,"the game communicates that new data is available to the player, e.g., a new quest, new log entry, new armor, etc.",4,1729688050560,2,804,1
802,int: vis,,4,1729708779119,2,804,0
803,int: visual aid,the game has visual aids (mostly for navigation) like ledges that are painted in a particular color to indicate that they can be climbed on,4,1729933440774,2,804,1
804,interface,,4,1731411079857,2,773,0
806,leave behind artifacts,players can leave behind artifacts in a shared game world,4,1712518172709,2,860,0
807,mul: leave game objects,players can leave behind objects in the shared world,4,1713091585129,2,806,1
808,ord: linear,game contents can only be experienced/accessed in a predetermined linear order,4,1723054874006,2,863,1
809,map,,4,1712519023308,2,945,0
810,map: drawing,players can draw on a map,4,1710236914216,1,809,1
811,map: minimap,the game includes a minimap version of a larger map,4,1713095154286,2,809,1
812,map: path trail,path trails are shown on a map,4,1713095154286,2,809,1
813,map: place symbols,"players can place symbols on the map, e.g. location markers",4,1710235996661,1,809,1
814,map: quicktravel,"players can use a map to quickly travel to other locations

NOTICE: A game feature is only quicktravel if the player could also travel the same distance in a slower way e.g. walking by foot vs clicking on the minimap.",4,1713095051545,2,809,1
815,map: symbols,"the game includes a map (at all), usually with symbols that provide information on specific locations",4,1711111373766,2,809,1
816,struc: match based,"the game is match-based, i.e., each play session consists of 1 or more matches that are clearly separated from each other

the most prominent examples can be found in multiplayer games (e.g. DotA 2 or Counter Strike)",4,1723054847105,2,951,1
817,mechanics,A mechanic is a feature that the game provides such that the player is able to accomplish game given tasks. This is not the same as what you do.,4,1723066676424,2,773,0
818,ai companions,"the game includes AI companions that accompany the player (if there is a player character) for some time

NOTICE: does not include escort missions",4,1731405917758,2,817,0
819,mech: card game,Has mechanics based around card games. This can be actual card games or just prominent elements of card games.,4,1728907365843,2,817,1
820,mech: challenges,(optional) content intended to challenge players' skill,4,1731405573556,2,817,1
821,mech: change game speed,"players can change the speed of the game, e.g., through slow motion/bullet time, by having a tactical pause or directly controling the speed (slower/faster)",4,1729711611863,2,817,1
822,mech: combos,"the game has combos in some sense, e.g., when players successfully chain or combine (specific) attacks, when players can craft combos, etc.",4,1731405573556,2,817,1
823,mech: other,for any missing tags related to mechanics,4,1729670099424,1,817,1
824,mech: physical save points,"there are physical objects in the game where the player can save and/or rest, optionally with replenishing their health

saving can mean creating a new save file or getting a new check point",4,1731446962617,2,817,1
825,mech: place & arrange,"players can place and arrange objects inside the game world, usually employed for building",4,1729710533716,2,817,1
826,mech: predefined notes,"the game provides information in the form of notes, audio diaries, encylopedias, letters, etc.",4,1729932299870,2,817,1
827,mech: quest tracker display,players can see their current quest objectives/tasks displayed on the screen (automatically or by setting a quest as active),4,1732212950817,1,817,1
828,mech: queue,players can queue specific actions like movement or more complex commands; does not count if the game only internally uses a queue,4,1712516375204,2,817,1
829,mech: stealth,"the game has stealth mechanics like sneaking, wearing disguises or stealing",4,1728907214929,2,817,1
830,mech: transform,"players can transform things inside the game into other things, e.g. crafting",4,1729710892334,2,817,1
831,struc: turnbased,"(some) parts of the game are structured in a turn-based manner, usually related to combat",4,1728907365843,2,951,1
832,mech: vehicles & mounts,"players can use vehicles or mounts (e.g., horses, dragons, etc.) to traverse the world",4,1729931882819,2,817,1
833,vision,the game models vision (player or AI agents see something) in some way,4,1731410639365,2,817,0
834,meta-mechanics,high-level features of a game,4,1712518214027,2,,0
835,mini: busywork,"minigames that consist of busywork (see ""busywork"" tag), e.g. trivial and repetitive tasks",4,1713109628757,2,840,1
836,mini: logic,"includes minigames that can primarily be solved by employing logic, e.g Towers of Hanoi",4,1713109628757,2,840,1
837,mini: luck,,4,1728907133175,2,840,1
838,mini: skill,"includes minigames that can primarily be solved through skill, e.g clicking objects in a short time frame in the correct order",4,1713109628757,2,840,1
839,mini: strategy,,4,1728907133175,2,840,1
840,minigames,mini-games that reward players with progress in some form,4,1710171886240,1,817,0
841,misc,miscellaneous,4,1713160667321,2,834,0
842,misc: collectibles,the game has collectible items that players can collect during gameplay and that are usually displayed in a gallery somewhere,4,1731405506770,2,841,1
843,misc: community content,"the game allows for community content (e.g., via the steam workshop)",4,1729713354514,2,841,1
844,misc: difficulty settings,the game allows players to customize the difficulty by selecting a difficulty level or customized game settings that influence difficulty,4,1731405757929,2,841,1
845,misc: educational,"the game includes educational content that directly aims to be educational

NOTICE: This does not include when information/architecture is based on the real-world but just part of the game as such. There must be obvious intent to educate.",4,1731405871847,2,841,1
846,mech: quicktime events,events that require players to press a specific button in a given amount of time; can have bad consequences if failed,4,1713167124757,2,817,1
847,misc: secrets,"the game includes content that is hidden or not easily accessible, e.g. easter eggs, treasures, special endings ..",4,1711813043652,4,841,1
848,mech: skilltree & upgrades,"game includes a systems, like a skill or research tree, where upgrades are successively unlocked",4,1713081925536,2,817,1
849,misc: tutorial,the game includes a tutorial of some kind (can be big or small),4,1712518532938,2,841,1
850,mng: compose team,"players need to compose a team of units

requires that units influence each other e.g. in terms of interaction",4,1713166425659,2,899,1
851,mng: consumables,"players need to manage consumable resources like money, materials, potions, etc.",4,1729935186758,1,899,1
852,mng: inventory,"players need to manage their inventory , which is limited by space or weight (choose which items to keep)",4,1729330703600,2,899,1
853,mng: items,"players need to manage which items they use, buy, equip, etc.",4,1729330652832,2,899,1
854,mng: skills,"players need to manage skills, e.g., when to use a skill, when to upgrade it or which skills to equip",4,1713166308721,2,899,1
855,mng: time,"players need to manage time, e.g., because the game has other systems based around time",4,1713186219695,2,899,1
856,mng: units,players need to manage mutliple units,4,1713165529767,2,899,1
857,mul: couch coop,"cooperative multiplayer that is played in the same location, using a single device",4,1712518370275,2,860,1
858,mul: local multiplayer,"multiplayer that is played in the same network (LAN), using multiple devices",4,1712518370275,2,860,1
859,mul: online multiplayer,multiplayer that is played online (using multiple devices),4,1712518389638,2,860,1
860,multiplayer,multiplayer mechanics and categories,4,1712518292525,2,817,0
861,npc communication,which type of communication with NPCs is available,4,1712517860074,2,758,0
862,ord: open,"game contents can be experienced/accessed in any order, e.g., in open-world games",4,1723054874006,2,863,1
863,order,describes in which order game contents can be experienced/accessed,4,1723054847105,2,951,0
864,organize information,players can organize information to progress (or make their lives easier),4,1713088519570,2,798,0
866,chunk: package wise,"clear boundaries, different game parts can be named (or even separately chosen to play again)",4,1723054903241,2,744,1
867,pc: discovery,"challenge based on discovery of new information about the story, game world, characters, etc.",4,1717611119990,2,876,1
868,pc: emotional challenges,challenge based on emotional reactions to story developments or other parts of the game,4,1713105924667,2,876,1
869,pc: labor or busywork,challenge based on simply having to do a lot of work,4,1715682690920,2,876,1
870,pc: logic challenges,challenge based on using logic to find correct solutions,4,1713196264887,2,876,1
871,pc: memory,challenge based on remembering vital information,4,1729932200198,2,876,1
872,pc: moral challenges,challenge based around the morality of events in the game,4,1717611007935,2,876,1
873,pc: other,any other unique challenges,4,1715682588475,2,876,1
874,pc: skill or dexterity,challenge based on mastering a skill (usally hand-eye coordination) to a certain degree,4,1713159322039,2,876,1
875,pc: strategy challenges,"challenge based on problems of a strategic nature, e.g. players must manage resources and make plans to overcome challenges",4,1713166918917,2,876,1
876,personal challenges,main challenges that (we personally) feel the game gives the player,4,1713086660182,2,880,0
877,personalization,players can personalize parts of the game,4,1710968934321,1,834,0
878,player communication,which types of player-to-player communication is available,4,1712517860074,2,758,0
879,preset communication,"communcation over presets, i.e., no free expression",4,1712517995392,2,878,0
880,problem solving,which problems players solve in the game and how they do it,4,1712519248734,2,,0
881,problem solving techniques,,4,1713086660182,2,880,0
882,randomness,how randomness is used inside the game (to enhance replayability),4,1723055144229,2,890,0
883,reasoning,players must employ reasoning to tackle problems,4,1712518716741,2,881,0
884,rep: gameplay branches,"the game provides mechanics that result in different ways of playing the game (e.g. skilltree)

this does not apply to scenarios where the core gameplay is the same but with a slightly different flavor (e.g. pokemon)",4,1723055144229,2,890,1
885,rep: meta progression,"players progress after finishing a game/match (e.g. increasing a character level in multiplayer games, etc.)",4,1723055144229,2,890,1
886,rep: narrative branches,"players can make different choices for the narrative, resulting in different outcomes",4,1729335744766,2,890,1
887,rep: scoring system,game includes a scoring or ranking system that may motivate players to replay (sections of) the game,4,1729932152039,2,890,1
888,rep: unlock content,"players unlock new content after finishing the game or a run of the game, e.g. new levels, new cosmetics, new game modes, story elements, etc.",4,1723055144229,2,890,1
889,repetition,players can tackle problems through repetition,4,1712517635199,2,881,0
890,replayability,mechanics and concepts to influence the replayability of a game,4,1723055039423,2,817,0
891,res: apply logic,"players must apply logic for problem-solving, e.g., for abstract puzzles",4,1729519529327,2,883,1
892,res: apply physics,"problem solving involves systems and rules based on physics, e.g. jump-and-run or more complex puzzles",4,1710956484400,2,883,1
893,res: process of elimination,problem-solving is partially based on process of elimination,4,1729519599467,2,883,1
894,res: combine information,"players need to assemble pieces in the correct manner, e.g. when presenting evidence",4,1709910826759,1,883,1
895,res: learn or apply language,"merge tags:
apply preknown language, body language, learn programming, learn unknown language",4,1729347175250,2,883,1
897,res: social deduction,players need to engage in social deduction for problem-solving,4,1709910683079,1,883,1
898,res: strategic planning,"players must devise an appropriate strategy to solve problems, weighing different options and uncertainty",4,1710969196761,1,883,1
899,resource management,"players must manage resources to progress, e.g., items, skills, money, etc.",4,1713185301563,2,881,0
900,rnd: ability outcome,the outcome of an ability/skill is randomized to some degree,4,1723055241633,2,882,1
901,rnd: ability select,which abilities can be selected is randomized to some degree,4,1723055241633,2,882,1
902,rnd: agents,how (AI) agents are spawned or how they behave is randomized to some degree,4,1729713903914,2,882,1
903,rnd: enemies,how enemies are spawned or how they behave is randomized to some degree,4,1723055241633,2,882,1
904,rnd: events,random events can occurr during gameplay,4,1729713541766,2,882,1
905,rnd: loot,"loot (items that enemies drop or that can be found in chests) is randomized to some degree, e.g., using a loot table",4,1723055241633,2,882,1
906,rnd: world generation,"the game world is randomly generated to some degree, e.g., procedural generation ",4,1723055241633,2,882,1
907,rpt: grinding,"players can progress by grinding, this is very similar to busywork since players continuously do the same activity, e.g. kill a specific enemy type.

can be motivated internally (players want to level-up) or because the game difficulty forces them to by not providing other means of progressing",4,1712517680714,2,889,1
908,rpt: practicing,players may want to practice to tackle a (skill) challenge or simply get better,4,1713186177389,2,889,1
909,rpt: trial and error,"players solve problems via trial and error since they can just try out different solution strategies without penalty (or with reloading)

NOTICE: only tag this when this is a viable strategy",4,1710962926778,1,889,1
910,sch: blueprint,players can define or build blueprints that function as a planning help,4,1710236656030,1,914,1
911,sch: copy-paste,players can use copy-paste features for building,4,1712517337379,2,914,1
912,sch: recipe,"the game includes recipes, e.g., for crafting",4,1712517337379,2,914,1
913,sch: template,players can define (building) templates to reuse at another point in time,4,1710968934321,1,914,1
914,schemata,mechanics related to building,4,1712517197573,2,817,0
915,set-g: adventure,,4,1729346322611,2,778,1
916,set-g: crime & mystery,,4,1729346322611,2,778,1
917,set-g: fantasy,,4,1729346322611,2,778,1
918,set-g: horror & gore,,4,1729346322611,2,778,1
919,set-g: other,,4,1729346322611,2,778,1
920,set-g: post apocalypse,,4,1729346322611,2,778,1
921,set-g: science fiction,,4,1729346322611,2,778,1
922,set-g: space western,,4,1729346322611,2,778,1
923,set-g: zombie apocalypse,,4,1729346322611,2,778,1
924,set-s: americas,,4,1729346191635,2,935,1
925,set-s: nature,,4,1729346191635,2,935,1
926,set-s: other,,4,1729346191635,2,935,1
927,set-s: space,,4,1729346191635,2,935,1
928,set-s: space ship,,4,1729346191635,2,935,1
929,set-s: urban,,4,1729346191635,2,935,1
932,set-t: middle ages,,4,1729346257153,2,936,1
933,set-t: modern times,,4,1729346257153,2,936,1
934,set-t: other,,4,1729346257153,2,936,1
935,set: spatial,which location the game takes place in or which location it heavily references,4,1715683167492,2,937,0
936,set: time,in which time period the game takes place or which time period it heavily references,4,1715683167492,2,937,0
937,setting,"the setting of a game in terms of location, time and genre",4,1715682758927,2,759,0
939,sim: daily routines,agents in the game have simulated daily routines,4,1731447205303,2,944,1
940,sim: day-night cycle,the game includes a day/night cycle or meaningful connection of daytime to other game mechanics,4,1731447205303,2,944,1
941,sim: economy,the game features a simulated (even if simple) economy with supply and demand,4,1731701867860,2,944,1
942,sim: needs,"the game simulates needs of people, animals, plants, etc.",4,1731447205303,2,944,1
943,sim: seasons & weather,the game simulates weather or seasons in some way meaningful to other game mechanics,4,1731447205303,2,944,1
944,simulation systems,"different types of systems that games can simulate, which have an impact on other mechanics",4,1731447145352,2,817,0
945,spatial navigation,,4,1713093873124,2,834,0
946,game experience,"how diverse the game experience is, i.e., are there many different aspects and activities to it or is it largely the same",4,1723054847105,2,951,0
947,spn: marker,the game provides markers in the game world to support spatial navigation,4,1713095236272,2,945,1
948,spn: object quicktravel,"players can quicktravel using objects in the game world like portals, teleport scrolls, gates, etc.",4,1713095081101,2,945,1
949,spn: other,any other type of spatial navigation,4,1729346670258,2,945,1
950,spn: pings,players can support spatial navigation through pings (likely only multiplayer),4,1729346695331,2,945,1
951,structure,,4,1723054777441,2,773,0
952,subversion: game mechanics,the game subverts known game mechanics,4,1712518810056,2,841,1
953,subversion: storytelling,the game subverts storytelling practices,4,1712518810056,2,841,1
