id,item_id,code_id,tag_id,description,filepath,created,created_by
1389,385,3,687,"progressbar, shows duration of song and current position",cc84cbf3-40fe-4043-9f57-8b88bf7689e5.jpg,1730897082622,2
1390,385,3,460,,f90400be-dfe8-4370-bc63-cad3e5b8b1dc.jpg,1730897105346,2
1391,385,3,684,beat saber has mods that allow to add new songs or customize appearance for example changing the saber,,1730897850339,2
1392,384,3,696,buttons are labeled,670e7e54-1cd9-4228-9acc-560df03ca7e4.jpg,1730898238265,2
1393,384,3,694,,54bbb7d7-a8a5-4a92-904a-8b7115fbe8b4.jpg,1730898344059,2
1394,384,3,414,,54bbb7d7-a8a5-4a92-904a-8b7115fbe8b4.jpg,1730898357862,2
1395,384,3,420,,670e7e54-1cd9-4228-9acc-560df03ca7e4.jpg,1730898369350,2
1396,59,3,443,,6b11efe0-1da9-4924-839e-5365e247b739.jpg,1730898379329,1
1397,59,3,687,buildings have a color-coded health bar (top) and potentially a progress bar (bottom) if they are being upgraded,f5ad2773-17ce-4034-a1a6-2babfd250217.jpg,1730898424993,1
1398,59,3,386,"in the campaign, players talk to various NPCs",1ce355f3-6d75-40cc-9e65-77b7112999d9.jpg,1730898451721,1
1399,384,3,472,current location is highlighted,21f7fb5c-c6bd-4bb3-86d8-51cf19e6c3e1.jpg,1730898460783,2
1400,59,3,518,only available in the campaign,86770b14-daaa-4d13-bb3f-2ea60fe73299.jpg,1730898492346,1
1401,59,3,448,units have different skills that should be used effectively,ddca3bad-ff89-4b5d-95cf-fb67afa58ef0.jpg,1730898525978,1
1402,59,3,450,players need to manage a potentially large number of units that can be put into custom groups (to select them via hotkeys),c71d8205-6f2c-4299-b29f-9d2d8ab379f5.jpg,1730898565883,1
1403,59,3,697,players need to mine different resources to build buildings and units to defend their base/destroy the enemy base,409cc366-5707-4b03-902f-61f20424ef63.jpg,1730898613452,1
1404,59,3,424,unit paths are constantly displayed,fee83998-5d73-48e2-a64e-bf0f2ff1d0c2.jpg,1730898675404,1
1405,384,3,437,target location,ccb67b6b-176a-4fbe-a647-d5425f88a526.jpg,1730898682327,2
1406,384,3,674,,ada519fc-e0a8-47ec-ba75-21bd110a1b9e.jpg,1730898753472,2
1407,384,3,687,,34331d89-3691-4349-a38a-353c7d089186.jpg,1730899746284,2
1408,384,3,676,,d05958f8-60cf-49d9-afb4-6e81434ae4dd.jpg,1730900066000,2
1409,384,3,675,help overlay,8a26673b-43ff-4a91-adf4-3717421707b9.jpg,1730900611547,2
1410,406,3,692,"There are different parts which players unlock by successfully doing different minigames, which give them points. Players also get a medal or star for the different minigames depending on their performance.",be05ea13-65df-457b-a133-386fb6e7e659.jpg,1730900740513,1
1411,406,3,634,the game is about horses and horse riding,30e0303f-f0ca-44eb-a6da-f6059a6a3728.jpg,1730900782857,1
1412,406,3,518,there are short tutorials for each minigame,39b307cc-97a3-4117-a99e-4cc5acca7554.jpg,1730900803289,1
1413,406,3,472,"maps showing general world layout, player location and minigame locations",83909fe6-e511-49f3-9fec-5a1c6cddd821.jpg,1730900838553,1
1414,406,3,443,"one of the minigames has a minimap that shows the layout of a riding arena, the figure for the minigame and the player's location",842f24c7-3f71-486e-93fa-fd107fd17a3b.jpg,1730900890417,1
1415,406,3,441,,e4413f28-f907-4635-a7c7-79fb2be6feab.jpg,1730900940642,1
1416,406,3,439,,a69c239f-e58d-46f9-aad3-476bbcac38b8.jpg,1730900948594,1
1417,406,3,386,,0cd183c9-edf8-4358-b036-33c437c1ab0f.jpg,1730900970241,1
1418,406,3,687,jumping bar where the bar increases for the duration that the space key is pressed -> higher jumps,36fba33b-5a66-4fe5-a375-a45681441c8f.jpg,1730901025953,1
1419,406,3,687,minigame bar where the player needs to stay in the blue area,9894d4f4-ea24-4234-ad06-2499dd974ea9.jpg,1730901045713,1
1420,406,3,674,"during a racing minigame, players always see the positions of both riders at the bottom of the screen",7aac2985-eb82-4f8d-a3a7-d139c7ccf214.jpg,1730901105283,1
1421,384,3,674,,ea9d9fd7-0bae-4a05-8c7e-ae81515df6f7.jpg,1730901176997,2
1422,404,3,672,depression,,1730901249133,1
1423,384,3,687,,0364cca1-8c67-4799-84a9-075e14068ec2.jpg,1730901741209,2
1424,383,3,687,healthbar,c5fa7d1b-8124-47d8-a19f-cc24f87efb1c.jpg,1730902100126,2
1425,383,3,697,,c5fa7d1b-8124-47d8-a19f-cc24f87efb1c.jpg,1730902150309,2
1426,383,3,675,,3a297af4-b145-4243-a5bc-08378f7c5d6e.jpg,1730902408220,2
1427,399,3,458,,b0598582-c121-4e5a-88b1-5fb71935d3f1.jpg,1730902591789,1
1428,399,3,466,,e1a8bee8-14dd-4b15-b36f-4a1d0b254dc2.jpg,1730902605614,1
1429,399,3,422,,8f04d634-d96e-4c66-a2bc-b33276a08299.jpg,1730902622662,1
1430,399,3,422,,50bd25e2-b0cb-4bce-80da-86cbef1f7f0e.jpg,1730902630894,1
1431,399,3,694,,a746d20a-3cdd-4a6a-9de8-0c5dfcb8d45c.jpg,1730902643574,1
1432,399,3,472,"there are several maps, but they are inside the game world, so they are not always available to the player (if no foto is taken)",9d4b0023-3381-478b-9d31-83b38aab976d.jpg,1730902690686,1
1433,383,3,472,,2c3b6b65-552c-44d0-9022-77e5ca9baa28.jpg,1730902732691,2
1434,383,3,687,progressbar,55f1146d-0e00-4b24-898a-5f306c0fdddf.jpg,1730902853151,2
1435,383,3,691,,e2cf565b-3ed0-4f43-a22c-94b8fa8b62d2.jpg,1730902926831,2
1436,383,3,394,,a97c6625-e8e4-4ff7-b750-0f2cbb2a5a32.jpg,1730902963731,2
1437,383,3,365,closest triangle is highlighted red,a97c6625-e8e4-4ff7-b750-0f2cbb2a5a32.jpg,1730903021447,2
1438,383,3,497,player can upgrade the vehicle,22f3be1e-7be2-4e33-8f6b-eedb57903bbd.jpg,1730903261492,2
1439,383,3,687,speed is shown when racing,edfc2725-8115-4d47-a5e9-b3c04bcf39a2.jpg,1730903415337,2
1440,396,3,518,,07fab4f8-2c26-451b-8919-73bc0918c14c.jpg,1730903588416,1
1441,396,3,472,,be5f0b74-0677-4434-ad6e-7e974786eddf.jpg,1730903594760,1
1442,396,3,646,,b1ba5b61-194b-4e3c-926a-d556c56f81bd.jpg,1730903602896,1
1443,396,3,422,,c0ea75dc-7bef-48af-96e8-03f746b7a09d.jpg,1730903611089,1
1444,396,3,422,,652ae502-8362-4c86-9804-a95e6ed97354.jpg,1730903619642,1
1445,396,3,406,,49deb740-ba0d-44e2-a583-da7f9d3cae21.jpg,1730903632544,1
1446,396,3,694,,de5ed512-5f73-4ec4-a297-46b67fe23724.jpg,1730903652305,1
1447,396,3,401,,c9e61653-bc63-4bb8-8de6-b5f84507f57d.jpg,1730903663289,1
1448,396,3,687,,281d9899-2dea-433f-8b5b-10c76d0bc8b1.jpg,1730903672369,1
1449,383,3,406,,3a297af4-b145-4243-a5bc-08378f7c5d6e.jpg,1730903724086,2
1450,383,3,673,fotographing stuff is a central game mechanic,3a297af4-b145-4243-a5bc-08378f7c5d6e.jpg,1730903758633,2
1451,383,3,597,,a08660d1-6785-4448-b705-3e1dc2c95916.jpg,1730903930586,2
1452,383,3,439,you scroll up an down and select correct combination,2cec467a-40d9-43d6-a71e-4a9fc5d31eb0.jpg,1730904105805,2
1453,388,3,672,loss/grief,,1730904593347,1
1454,294,3,472,,bd3b0186-8919-49e5-ab1a-a8c932dbcbee.jpg,1730905511799,1
1455,294,3,674,,5cc3a343-54ba-4779-872b-985904a59b6f.jpg,1730905530279,1
1456,294,3,652,,14bcd97c-1605-424c-a859-f84dc7e17729.jpg,1730905541511,1
1457,294,3,687,,a835c75a-63d4-42ba-967e-48f4fc83828b.jpg,1730905618727,1
1458,294,3,687,,b658b9ce-3838-4928-986c-210de64c6e5b.jpg,1730905628143,1
1459,294,3,673,,e4daf302-0a39-4c5e-ab90-964fd331662d.jpg,1730905637271,1
1460,294,3,518,,08a3ea66-357f-49a5-b488-6e041a13a38b.jpg,1730905659151,1
1461,294,3,675,,b8518479-a052-4ded-b21f-bfbac4e3a146.jpg,1730905678199,1
1462,155,3,672,parenting,,1730906891800,1
1463,103,3,676,,7d9e3ee6-fb95-4db9-bbd0-30acb328d6e3.jpg,1730907775321,2
1464,103,3,448,each doll has a specific skill that is needed to solve the riddles,9efc579a-830d-47a0-9804-f7ed487c81fb.jpg,1730908024224,2
1465,103,3,574,The game provides multiple solutions for each riddle,f545d9f7-8387-4698-914d-1c5734e00ee9.jpg,1730908192104,2
1466,103,3,674,symbol shows each layer of doll currently used,6e1d5dd3-1ac1-44a0-b2a0-d5f9366204ab.jpg,1730908338853,2
1467,103,3,665,,bf7103fe-36bd-47a8-ba0a-e6fd21d4f16d.jpg,1730908799931,2
1468,103,3,450,,5a5466cd-1326-4bd2-89be-c7d6e0c6982b.jpg,1730909584983,2
1469,11,3,422,players can use a camera to take screenshots ingame,b225a9a6-be74-493b-a6bb-53a92865107e.jpg,1730926189593,1
1470,11,3,422,players have access to an ingame notepad to write things down,8d7ef702-3581-4c4f-9388-ca762db11eb6.jpg,1730926213321,1
1471,11,3,401,,f57ac520-734c-4f09-b434-6ea85e37f51d.jpg,1730926240784,1
1472,11,3,569,,2891aa08-a4b8-4482-8713-d2529b368e3f.jpg,1730926251842,1
1473,11,3,692,,676485a9-459d-47d4-bff8-9544000f66b8.jpg,1730926257657,1
1474,11,3,478,,ac1dc2aa-44cc-44de-b396-dfbab2b15d0b.jpg,1730926272334,1
1475,11,3,422,"selections are stored, so players can record intermediate assumptions",ac1dc2aa-44cc-44de-b396-dfbab2b15d0b.jpg,1730926316829,1
1476,11,3,676,,7723fea2-01b4-4e87-8e0d-cbcce1b8157f.jpg,1730926342244,1
1477,404,3,674,"The player's health is indicated via three flowers. Contact with an enemy unit removes 1 flower. Each attack without taking damage adds a petal, so 6 attacks in a row without taking damage restore 1 flower.",f8e75ae8-60be-4e72-8fd4-44ecc0d5b67a.jpg,1730931932510,1
1478,404,3,577,there are collectible flowers that can be collected over all playthroughs,,1730932029842,1
1479,404,3,566,"linear levels, but players can choose in which order they tackle parts of the level to get items that allow them to progress",8784685b-738e-476d-8473-599b1588f55e.jpg,1730932114401,1
1480,404,3,466,"players need to do platforming, including portal and mirror riddles",0cc728c6-3c43-493e-a270-04749b5e4820.jpg,1730932158456,1
1481,404,3,673,checkpoints that restore health,81b3ecf4-d9c0-4b61-922f-b5a2f6c239d3.jpg,1730932185081,1
1482,404,3,569,"the game has four chapters, one for each season",,1730932455440,1
1483,373,3,518,,027b21d9-ffaf-4eb1-9cf8-743d60df24f5.jpg,1730973812731,2
1484,373,3,414,,5ba42f96-8e37-4f73-b673-1b0e22a83726.jpg,1730974226177,2
1485,373,3,694,,5ba42f96-8e37-4f73-b673-1b0e22a83726.jpg,1730974234545,2
1486,373,3,497,,bacebb1b-8eeb-4b32-8015-169a0ce4be9a.jpg,1730974261238,2
1487,373,3,574,,bacebb1b-8eeb-4b32-8015-169a0ce4be9a.jpg,1730974964273,2
1488,373,3,687,,bacebb1b-8eeb-4b32-8015-169a0ce4be9a.jpg,1730974979274,2
1489,373,3,421,highlights after input,bacebb1b-8eeb-4b32-8015-169a0ce4be9a.jpg,1730974996045,2
1490,373,3,640,,104ef448-7749-4297-9df4-ffb573384946.jpg,1730975219343,2
1491,373,3,687,,fc565033-b294-444a-b8d2-e904eeeb728f.jpg,1730975588776,2
1492,373,3,697,,fc565033-b294-444a-b8d2-e904eeeb728f.jpg,1730975616131,2
1493,373,3,674,symbols,fe75021e-9ea9-4f4f-b2c1-c378493085cd.jpg,1730975706430,2
1494,373,3,443,,33ebeb64-51bb-4f1f-a60d-3a0da0791ee3.jpg,1730976319168,2
1495,373,3,394,,33ebeb64-51bb-4f1f-a60d-3a0da0791ee3.jpg,1730976325818,2
1496,373,3,635,,2103704b-9865-4101-a179-7edc314b4063.jpg,1730977306706,2
1497,360,3,518,,8a75d6ef-889a-4123-b790-32a32bbc7bc6.jpg,1730981795092,2
1498,360,3,399,,2b3c92a4-0acf-4c3c-be95-645bc15c5be9.jpg,1730982124573,2
1499,360,3,421,,50724e17-2acb-45d0-8f49-a68b76b81f79.jpg,1730982193223,2
1500,360,3,697,,3f885bfd-9535-428a-8df2-b73c71f0365f.jpg,1730982324330,2
1501,360,3,449,,3f885bfd-9535-428a-8df2-b73c71f0365f.jpg,1730982333745,2
1502,360,3,674,,3f885bfd-9535-428a-8df2-b73c71f0365f.jpg,1730982347819,2
1503,360,3,574,,40b8d5d6-4567-43d6-ba9a-66fa5394bca1.jpg,1730982466636,2
1504,360,3,406,discover recipes,e106dea2-2192-4512-b115-59b937668112.jpg,1730982765517,2
1505,360,3,525,coordination,,1730982805579,2
1506,360,3,695,layouting the kitchen,2b3c92a4-0acf-4c3c-be95-645bc15c5be9.jpg,1730982883507,2
1507,360,3,674,player symbols,1f1b2d91-cb08-43cc-847e-0cca24ef8f53.jpg,1730985541521,2
1508,360,3,446,,7fd78f3e-9eb5-4b0c-995d-137e192856ad.jpg,1730986605272,2
1509,360,3,487,,7fd78f3e-9eb5-4b0c-995d-137e192856ad.jpg,1730986623122,2
1510,360,3,674,symbols,56b7b557-36b0-4be3-9691-24dffdd58aab.jpg,1730986815697,2
1511,360,3,687,,56b7b557-36b0-4be3-9691-24dffdd58aab.jpg,1730986826503,2
1512,360,3,687,bars in the upper left corner,3ede7291-8b17-45d2-9cd5-5478a024974c.jpg,1730987388547,2
1513,360,3,450,,4a1afdbd-4d59-49a3-849e-cc2a2709bca0.jpg,1730988585995,2
1514,360,3,423,the player can pin recipes that are then shown in the restaurant view,726c5a33-c407-43dc-a5aa-c48dd1d8acde.jpg,1730989075830,2
1515,360,3,421,"popular recipes are highlighted
missing stations are highlighted",2f1f70e5-3804-417f-b140-c0898831fa2e.jpg,1730990274351,2
1516,360,3,687,number of meals served without missing an order,eafd9e06-d396-468b-999e-d96f3d4754cb.jpg,1730990971092,2
1517,280,3,482,,12fe1f28-8312-45b1-a1ba-90fa46f14421.png,1730991448930,2
1518,280,3,522,,12fe1f28-8312-45b1-a1ba-90fa46f14421.png,1730991461988,2
1519,280,3,687,,844d2902-29c3-4def-9670-33bd274561f8.jpg,1730991569370,2
1520,280,3,449,,844d2902-29c3-4def-9670-33bd274561f8.jpg,1730991589741,2
1521,280,3,701,combos,edfd27a1-8948-4b69-867f-b2cd8af64096.jpg,1730991707470,2
1522,280,3,687,,5aab3d7e-1cdf-4081-97ab-b226877dfd87.jpg,1730992070981,2
1523,228,3,674,symbols,7d8cdee8-193c-43e2-8a38-bc1828edc3e6.jpg,1730993157776,2
1524,228,3,687,progress bars,7d8cdee8-193c-43e2-8a38-bc1828edc3e6.jpg,1730993169008,2
1525,228,3,472,,7b440163-c2f7-4e2f-ba2a-49b36abefe90.jpg,1730993307316,2
1526,228,3,687,,fc361c25-e321-4e8e-a9b1-5554a5ff9e9c.jpg,1730993553511,2
1527,228,3,449,,f5eaef3a-51a1-4265-b854-80e20d992cfe.jpg,1730993627791,2
1528,228,3,692,,58043478-8d2f-4ffc-b66b-feb016273b14.jpg,1730993725203,2
1529,360,3,673,player can assign a creature which is allowed to sit at the table (see image),bb9d0481-dd3c-400d-84e8-beb73a49ed24.jpg,1730994535906,2
1530,228,3,674,icons,375cf55f-bbaa-4d2a-adac-b1157f295d09.jpg,1730994880440,2
1531,228,3,635,,375cf55f-bbaa-4d2a-adac-b1157f295d09.jpg,1730994993400,2
1532,228,3,673,versus mode,c8be3375-04de-4cd8-9b16-d3ceba8f9856.jpg,1730995380700,2
1533,289,3,683,,880c679c-ff74-4cc5-b799-df241a9d03f2.jpg,1730995961097,2
1534,289,3,394,,c4010249-ea82-4222-b2fc-a4b75f1cf5b1.jpg,1730995999262,2
1535,289,3,515,,9e3d3914-07a3-41e4-9d18-c9970610a4f8.jpg,1730996116342,2
1536,289,3,472,,4d32c264-cacb-440e-a5e7-a426cbc6ecdc.jpg,1730996273883,2
1537,289,3,665,,269a22f5-bfea-4b76-9e26-05117e0602da.jpg,1730996373689,2
1538,289,3,446,,3efa619d-b523-4d19-a498-e539e117452d.jpg,1730996417729,2
1539,289,3,574,,a8e4cb9e-28a8-4622-9dd3-7974c8a3e4b8.jpg,1730996461312,2
1540,289,3,687,,051cf237-ca84-4d84-924b-755bbe82cd37.jpg,1730996570499,2
1541,289,3,674,"progressbars
&
tiefenmesser",9db7f38f-ed48-4e13-95dd-cf1f5299a021.jpg,1730996760304,2
1542,289,3,673,,527a9600-d9e2-40ca-b3e9-aff7589353ad.jpg,1730996767621,2
1543,289,3,421,tooltip on boat,f6d0059b-75fd-487e-90d4-2a8627f54c85.jpg,1730996928042,2
1544,289,3,673,,f6d0059b-75fd-487e-90d4-2a8627f54c85.jpg,1730996937527,2
1545,289,3,414,,4fb6a870-cf5b-49bb-a934-f9b100bc3d40.jpg,1730997096617,2
1546,289,3,694,,4fb6a870-cf5b-49bb-a934-f9b100bc3d40.jpg,1730997103610,2
1547,289,3,673,clock to measure time such that it is possible to calculate the speed of an object,7f299c88-898a-4371-9043-1e463fc232d3.jpg,1730997143096,2
1548,289,3,673,indicate direction,ca2c2917-6a65-4967-8f67-bbf86b011a9b.jpg,1730997269329,2
1549,289,3,673,see ghost image,751473fb-f0e6-4945-914b-519660b9dbfb.jpg,1730997327160,2
1550,289,3,436,manually measure distance on map,130b1dd7-2f32-432b-88ae-9254df0cbc51.jpg,1730997363694,2
1551,289,3,674,flood tubes,34e4a1d7-bb9f-484b-9b5a-39e7d739c116.jpg,1730997478372,2
1552,289,3,436,angle measuring,beed27fc-4303-4b9e-a7f3-6c40bc24e2fb.jpg,1730997642743,2
1553,289,3,673,choose speed of ship,1a4d2852-61b4-47ce-8dc1-0fd19a453260.jpg,1730997939021,2
1554,289,3,691,,35945d51-99d5-4c5d-8dda-47adfe4753b4.jpg,1730997977794,2
1555,289,3,697,,4482bab7-5ec5-46d5-8d33-bf62c92ddb29.jpg,1730998149623,2
1556,289,3,365,,88933fbe-7529-4a78-b93f-28d74c45944c.jpg,1730998950022,2
1557,289,3,574,choose missions,1a6cf44a-2721-488a-b539-341d42c63189.jpg,1730999033838,2
1558,203,3,481,"You can put moves into a queue, to be executed (if they are still legal) once the enemy has made their move.
The feature is called ""premove""",bfb32d2f-c336-40e4-be3a-e0bac53f29f5.jpg,1731003881850,4
1559,230,3,675,eagle vision,53f35cd8-e6aa-4441-9411-545738903671.jpg,1731052958508,2
1560,230,3,691,,da1d241c-4f8b-4a29-a70f-121846132a92.jpg,1731053165219,2
1561,230,3,673,radial menu,e73866fc-6e8c-4913-a5d9-74826c398706.jpg,1731053270521,2
1562,230,3,421,,b9e47fc3-90c9-4c98-827b-0c841f4cb0ff.jpg,1731053517751,2
1563,230,3,439,,b9e47fc3-90c9-4c98-827b-0c841f4cb0ff.jpg,1731053524425,2
1564,230,3,406,aussichtspunkte,2d0b1051-788e-4e58-bdf2-c8ed241e68fd.jpg,1731053626501,2
1565,230,3,687,healthbar,a8d6332c-e230-448b-968c-ed1c97b2e978.jpg,1731053913211,2
1566,230,3,443,,c6553647-6f2e-418d-bdc9-f3c8bb9fbcef.jpg,1731053969632,2
1567,230,3,394,,c6553647-6f2e-418d-bdc9-f3c8bb9fbcef.jpg,1731053984018,2
1568,230,3,458,,0eea9731-b231-4265-bad8-d536238030ad.jpg,1731054032863,2
1569,230,3,497,purchase item upgrades,f93cf5a1-137f-4858-bb9b-9c7a9b88cb6a.jpg,1731054129454,2
1570,230,3,574,purchase upgrades,f93cf5a1-137f-4858-bb9b-9c7a9b88cb6a.jpg,1731054163176,2
1571,230,3,687,,3fc5401f-e676-4fbc-985c-d88eea09792f.jpg,1731054205133,2
1572,230,3,635,choose which weapon to use,,1731054232313,2
1573,230,3,682,the player can buy upgrades (renovations) on buildings. The building can not be placed but the player can choose which store to renovate. This gives a constant influx of currency.,918c6669-3a95-4345-b621-0ad5c6d632d6.jpg,1731054412689,2
1574,230,3,694,story related notes that contain text that can be read. pages need to be collected for the storyline (also give health points),9e30b685-cd81-42d0-8a3a-2240a801bfb7.jpg,1731054487617,2
1575,230,3,676,unread pages are highlighted,4da9a9a3-b7b9-45d9-a75b-f260508675d2.jpg,1731054533257,2
1576,230,3,411,the player can choose a prefered color of his armor,a8bb9e77-3ea7-4f8a-ad82-3eb1fe84b1b8.jpg,1731054682290,2
1577,230,3,495,treasure chests that contain currency. These are not shown on the map,0440fd09-d4c8-4ace-88a0-91a863f4c2bf.jpg,1731054767239,2
1578,230,3,700,optional challenge dungeons,22d66b7e-5446-4abe-ad5e-ae6476f02009.jpg,1731054838823,2
1579,230,3,421,suspicion highlight,b7534e25-eecb-4542-a6b1-7b6c66ad1585.jpg,1731054925507,2
1580,230,3,697,,32193db2-7af3-4625-9b07-b84cc94eff82.jpg,1731055006892,2
1581,230,3,472,,4cc7e298-a8e7-4da9-bdd7-beafa5ba1291.jpg,1731055120306,2
1582,230,3,467,,4cc7e298-a8e7-4da9-bdd7-beafa5ba1291.jpg,1731055186852,2
1583,230,3,421,,4cc7e298-a8e7-4da9-bdd7-beafa5ba1291.jpg,1731055194252,2
1584,230,3,437,shows distance (16) to pinned target (symbol) and the actual quest target (!-symbol),ee310e99-86b5-4144-a874-8664f387dd71.jpg,1731055380357,2
1585,230,3,365,,8bf76527-8a9a-46c3-bfb6-9573841fe96f.jpg,1731055679619,2
1586,230,3,421,target locations,6849e45f-97b1-49e1-960c-46241d676730.jpg,1731055713702,2
1587,230,3,421,suspicion marker filling,4c4a1946-79f4-4a91-b97e-bb70c5663458.jpg,1731055815028,2
1588,230,3,699,collectables,c09ebecd-98c6-48a2-ac9e-dd3417789563.jpg,1731055885245,2
1589,230,3,450,"hire NPCs to perform a task, like fighting or destracting",04e7028e-8d0d-49a2-ae3f-cfbde7342dd0.jpg,1731055980265,2
1590,230,3,424,,b995cc86-d764-45d3-ac78-1dca03527984.jpg,1731056381013,2
1591,230,3,441,races against time,b995cc86-d764-45d3-ac78-1dca03527984.jpg,1731056403416,2
1592,230,3,597,,490047a1-a931-45de-a6b0-c1b037b11085.jpg,1731056422235,2
1593,230,3,421,quest persons are highlighted,a7b29a82-6de4-4991-b832-144165289228.jpg,1731056481172,2
1594,230,3,439,,d5bbcac0-0117-418a-a594-8b983923481b.jpg,1731056731067,2
1595,230,3,439,"puzzle, create map of pieces by correctly ordering them",5c79f202-0fb0-4a90-a2a6-967e782d724a.jpg,1731060710663,2
1596,207,3,673,ingame real life videos,,1731061004025,2
1597,207,3,687,progressbar,09a4cb63-44ca-42ab-bf03-2856a6a21f09.jpg,1731061098973,2
1598,207,3,672,"topics in this game
nature: wood and trees
cooking
maulwürfe
plants, birds
potatoes
crafting/experiments (e.g. potato stamp)
hammer (e.g. how is it made)
ships
creating a short movie from single images
ears
salt",2263c189-87a1-4614-91d5-f9790e734097.jpg,1731061171594,2
1599,207,3,703,educational content,058ffba3-471f-45db-af2a-818c75a40758.jpg,1731061183023,2
1600,207,3,421,overlayed over still image,b6d135c7-feb8-4cfb-b58f-a85667ccb2e6.jpg,1731061297103,2
1601,207,3,421,"highlight on hover (red)
textbox with explanational content",e77c082a-a0ca-413c-a7ad-4506a52f031a.jpg,1731061383642,2
1602,207,3,495,collect 8 to unlock content,ccc06434-8730-4a13-9864-b48b53701ea6.jpg,1731061479335,2
1603,207,3,421,"by clicking on the ear the game reads the text, the currently read text is highlighted blue. The ear is also highlighted.",29e34a8c-df3a-42cb-9c20-4b1fd5bbcac5.jpg,1731061735553,2
1604,207,3,673,text is read out loud by clicking on the ear,644d6f73-0aa8-4826-baa8-b70be8a46770.jpg,1731061789679,2
1605,207,3,673,print recipe,d4efbac0-7d89-4343-bb22-939c2b5c5fbc.jpg,1731061978060,2
1606,207,3,440,the player can rotate the pieces to create a path to target 3,f8feffa7-e455-40e6-a31a-00ade6a1c7c4.jpg,1731062321673,2
1607,207,3,493,game contains multiple songs,,1731062400658,2
1608,207,3,440,rearrange,f5ede25f-94a6-4b18-ab7a-b5ed72371539.jpg,1731063107826,2
1609,207,3,441,quiz,f80858ea-b97f-4572-90f2-ae17dc10da4b.jpg,1731063319237,2
1610,207,3,441,collect potato bugs,aa2184dd-0e5b-4e28-9ced-d4b61cff50a7.jpg,1731063673333,2
1611,207,3,441,extend the presented pattern,002fce06-56af-41f1-bbbe-6a8f36224ef6.jpg,1731063850006,2
1612,207,3,441,quiz,1bf0c43e-8f1a-485c-a88c-085c6d6991b6.jpg,1731064124602,2
1613,207,3,440,,3842f471-0c8b-45d0-9136-12dbabe2fd52.jpg,1731065836600,2
1614,207,3,694,,247cf47a-d179-4cd3-b4b8-1b585d1c6442.jpg,1731065950918,2
1615,408,3,441,quiz,4f501cc5-23da-4c7d-92ad-4b68f0a5a7d3.jpg,1731067241870,2
1616,408,3,493,game contains multiple songs,,1731067305062,2
1617,408,3,672,"topics in this game
air
electricity
bugs
water & water cycle
baloons
planes
vulcanos",be539189-5f3d-48a0-a075-0d53215f7264.jpg,1731067340836,2
1618,408,3,703,educational content,,1731067357821,2
1619,408,3,687,,7d9f68fb-2289-4b78-b5b3-69aa5a27bbc7.jpg,1731067427758,2
1620,408,3,441,put it back together using blueprint,444f6a70-b29d-454e-895e-ae84cfdd5b34.jpg,1731067760851,2
1621,408,3,673,table of contents/map,8deb4280-a286-4f99-aaa9-5bcf3c605b57.jpg,1731067863633,2
1622,408,3,441,collect small circles while evading the enemy.,33fad710-d6ff-4658-b778-dbe9dd85f38e.jpg,1731068200167,2
1623,408,3,673,printable certificate,59f4d64c-b78a-417c-9112-e0ad6a02e513.jpg,1731068259006,2
1624,408,3,674,todo nö,6c67e26e-521a-4386-8bed-818b570045b2.jpg,1731068384375,2
1625,408,3,441,with mng: consumables & highscore,f2cfb76c-9215-43d1-8255-13440a622cc6.jpg,1731068815021,2
1626,408,3,441,"halma, bring all your bottle to the container
mul: couch coop
mechanics: highlight for possible moves
green star or red dot is animated to show whos turn it is",6aae83c4-0027-4334-8f2e-22c41953a985.jpg,1731069099894,2
1627,408,3,440,move the two slider such that the target location can be reached,c34f918e-062e-44ab-9f74-654b3b8810c4.jpg,1731069957731,2
1628,408,3,441,"racing
with mul: couch coop
and highscore",35cd903e-f9c9-4f91-b417-205c4400f92c.jpg,1731070120329,2
1629,408,3,673,"free drawing
saves on the left
printable
eraseable",561ba2c4-19d7-4c93-b29b-283d4fbf9d2c.jpg,1731070368905,2
1630,408,3,672,crafting,0731a802-85bf-40b0-9bf8-862a7c41e442.jpg,1731070448325,2
1631,408,3,673,click on ear such that the game reads the shown content out loud,a3f9274e-6525-47d5-abdd-83b3533387bc.jpg,1731070537981,2
1632,408,3,441,"pack your bag
mng time
goc: critical failure, reach endpoint",72a02976-fa5c-4f9e-b0af-6ac45573d6a3.jpg,1731070638251,2
1633,408,3,674,,174c14e5-d0b1-44cf-84fd-053dce7b6747.jpg,1731070954126,2
1634,408,3,421,"hovered bubble is visually highlighted by brightening the image,
it is also audio highlighted by a voice over",ffb872ed-0340-46c7-8899-3f470b80097f.jpg,1731071133005,2
1635,408,3,684,"fotogalery
player could submit pictures of creations from the previous games, some of which (many) can be found here",6498e998-1d38-4778-8f9e-d315122dd57c.jpg,1731071304565,2
1636,408,3,440,switch tiles to create correct image,a7a13507-5934-45f3-97fe-fdf48ab434b1.jpg,1731071395016,2
1637,408,3,694,,a3f9274e-6525-47d5-abdd-83b3533387bc.jpg,1731071526184,2
1638,232,3,482,,d41265a4-dc89-48a1-89e2-1dfafd9a1f18.jpg,1731073278799,2
1639,232,3,518,,a65ba0ec-061b-4d60-bc8d-c581e28618a3.jpg,1731073463368,2
1640,232,3,421,,a65ba0ec-061b-4d60-bc8d-c581e28618a3.jpg,1731073472170,2
